idx,First_pokemon,Second_pokemon,Winner,Loser
39869,649,686,649,686
39870,685,380,380,685
39871,647,523,647,523
39872,326,676,326,676
39873,138,613,138,613
39874,788,347,347,788
39875,464,38,38,464
39876,11,734,11,734
39877,313,64,313,64
39878,638,131,131,638
39879,580,668,580,668
39880,104,381,381,104
39881,323,695,323,695
39882,349,720,349,720
39883,246,351,246,351
39884,494,493,494,493
39885,716,386,386,716
39886,503,784,503,784
39887,657,377,377,657
39888,142,228,228,142
39889,400,698,698,400
39890,648,473,473,648
39891,457,738,738,457
39892,295,644,295,644
39893,315,511,511,315
39894,427,304,427,304
39895,378,325,325,378
39896,138,217,138,217
39897,514,763,514,763
39898,113,584,113,584
39899,754,781,781,754
39900,145,742,742,145
39901,354,264,264,354
39902,410,513,513,410
39903,166,271,166,271
39904,747,653,653,747
39905,754,52,754,52
39906,444,287,444,287
39907,427,651,427,651
39908,410,10,410,10
39909,441,150,441,150
39910,212,247,247,212
39911,355,316,316,355
39912,127,570,570,127
39913,184,242,184,242
39914,486,753,486,753
39915,128,609,128,609
39916,598,674,674,598
39917,307,752,307,752
39918,517,241,517,241
39919,736,298,736,298
39920,7,681,7,681
39921,350,30,350,30
39922,97,58,97,58
39923,770,378,770,378
39924,56,65,65,56
39925,199,3,3,199
39926,510,323,510,323
39927,468,393,393,468
39928,668,760,760,668
39929,196,729,729,196
39930,298,580,580,298
39931,99,319,99,319
39932,227,501,501,227
39933,510,162,162,510
39934,135,482,135,482
39935,581,595,581,595
39936,698,632,632,698
39937,314,242,314,242
39938,359,398,398,359
39939,271,311,271,311
39940,466,699,699,466
39941,751,213,213,751
39942,758,459,758,459
39943,60,509,60,509
39944,111,247,247,111
39945,224,727,727,224
39946,306,22,306,22
39947,340,788,340,788
39948,442,463,463,442
39949,599,175,175,599
39950,114,454,454,114
39951,676,766,766,676
39952,525,6,6,525
39953,284,25,25,284
39954,341,218,341,218
39955,592,110,110,592
39956,646,758,646,758
39957,449,425,425,449
39958,221,138,138,221
39959,298,759,298,759
39960,422,285,422,285
39961,597,103,103,597
39962,357,374,357,374
39963,154,333,333,154
39964,486,548,548,486
39965,625,522,522,625
39966,767,574,574,767
39967,486,624,486,624
39968,745,251,745,251
39969,124,638,124,638
39970,124,567,124,567
39971,730,321,730,321
39972,157,449,157,449
39973,53,106,106,53
39974,429,542,429,542
39975,277,200,200,277
39976,723,24,24,723
39977,579,224,579,224
39978,508,77,508,77
39979,26,448,26,448
39980,3,123,3,123
39981,447,433,433,447
39982,400,773,773,400
39983,64,439,64,439
39984,285,577,285,577
39985,351,269,269,351
39986,353,215,353,215
39987,309,38,309,38
39988,59,132,59,132
39989,113,753,113,753
39990,124,705,705,124
39991,707,121,707,121
39992,369,643,643,369
39993,547,278,547,278
39994,161,767,161,767
39995,529,284,284,529
39996,153,197,153,197
39997,489,660,660,489
39998,588,246,588,246
39999,211,774,774,211
40000,544,666,544,666
40001,4,286,4,286
40002,559,599,559,599
40003,499,198,499,198
40004,52,80,80,52
40005,461,209,209,461
40006,651,283,283,651
40007,114,433,114,433
40008,73,28,28,73
40009,15,550,550,15
40010,586,137,137,586
40011,490,394,394,490
40012,410,400,410,400
40013,470,206,206,470
40014,230,708,708,230
40015,585,325,585,325
40016,506,791,791,506
40017,438,444,438,444
40018,574,380,574,380
40019,482,394,394,482
40020,512,500,500,512
40021,80,594,80,594
40022,99,151,99,151
40023,652,745,745,652
40024,594,269,269,594
40025,116,30,30,116
40026,110,133,110,133
40027,116,463,116,463
40028,319,437,437,319
40029,89,149,89,149
40030,781,372,372,781
40031,667,488,667,488
40032,705,321,705,321
40033,583,160,583,160
40034,550,42,550,42
40035,649,1,649,1
40036,570,506,570,506
40037,772,510,772,510
40038,481,688,481,688
40039,674,195,674,195
40040,102,455,102,455
40041,231,297,297,231
40042,364,117,364,117
40043,93,767,93,767
40044,178,199,178,199
40045,370,763,370,763
40046,2,647,647,2
40047,774,614,614,774
40048,73,599,599,73
40049,433,415,415,433
40050,752,748,748,752
40051,411,778,778,411
40052,715,575,715,575
40053,190,143,143,190
40054,140,509,140,509
40055,189,20,20,189
40056,190,475,475,190
40057,367,566,367,566
40058,568,423,423,568
40059,11,592,11,592
40060,342,360,360,342
40061,480,721,480,721
40062,598,263,263,598
40063,35,222,222,35
40064,329,450,450,329
40065,193,67,193,67
40066,264,378,264,378
40067,576,510,576,510
40068,342,2,342,2
40069,135,87,135,87
40070,182,591,591,182
40071,206,781,781,206
40072,106,180,106,180
40073,31,18,31,18
40074,622,426,426,622
40075,107,636,107,636
40076,267,344,344,267
40077,474,717,717,474
40078,494,409,409,494
40079,588,392,588,392
40080,613,193,193,613
40081,511,48,48,511
40082,140,1,1,140
40083,755,191,755,191
40084,714,296,714,296
40085,535,228,535,228
40086,31,232,31,232
40087,426,36,426,36
40088,559,359,359,559
40089,526,370,526,370
40090,541,688,541,688
40091,594,549,549,594
40092,274,334,334,274
40093,470,29,29,470
40094,251,296,296,251
40095,570,58,570,58
40096,75,742,742,75
40097,597,326,326,597
40098,170,189,170,189
40099,422,52,422,52
40100,454,242,242,454
40101,575,480,480,575
40102,532,328,328,532
40103,378,143,143,378
40104,70,654,654,70
40105,351,167,351,167
40106,587,149,587,149
40107,185,201,185,201
40108,41,212,212,41
40109,480,288,288,480
40110,367,278,367,278
40111,59,394,394,59
40112,146,465,465,146
40113,13,729,729,13
40114,686,467,467,686
40115,587,605,587,605
40116,221,330,330,221
40117,460,601,601,460
40118,94,191,94,191
40119,580,389,389,580
40120,633,532,532,633
40121,365,476,476,365
40122,11,686,686,11
40123,552,768,552,768
40124,171,462,171,462
40125,797,73,797,73
40126,390,413,413,390
40127,464,538,538,464
40128,339,739,339,739
40129,670,486,670,486
40130,693,435,693,435
40131,204,336,336,204
40132,470,157,157,470
40133,541,398,398,541
40134,781,595,781,595
40135,577,770,770,577
40136,176,330,330,176
40137,455,654,654,455
40138,446,376,446,376
40139,721,582,582,721
40140,113,308,308,113
40141,567,656,656,567
40142,225,695,695,225
40143,732,423,732,423
40144,123,631,631,123
40145,284,200,284,200
40146,772,407,772,407
40147,793,613,793,613
40148,377,291,377,291
40149,14,579,14,579
40150,274,179,274,179
40151,187,442,442,187
40152,746,54,746,54
40153,654,583,583,654
40154,347,206,206,347
40155,268,86,268,86
40156,744,228,228,744
40157,486,466,466,486
40158,89,501,501,89
40159,616,273,616,273
40160,711,36,711,36
40161,65,284,65,284
40162,634,728,634,728
40163,662,752,752,662
40164,672,494,494,672
40165,315,755,755,315
40166,737,340,340,737
40167,334,735,735,334
40168,524,696,524,696
40169,397,233,397,233
40170,438,182,438,182
40171,15,438,438,15
40172,630,563,563,630
40173,508,709,709,508
40174,377,205,205,377
40175,457,464,464,457
40176,420,616,420,616
40177,274,453,274,453
40178,190,32,32,190
40179,285,11,11,285
40180,102,692,102,692
40181,260,785,785,260
40182,260,783,260,783
40183,582,380,582,380
40184,74,165,165,74
40185,110,271,110,271
40186,38,570,570,38
40187,724,179,724,179
40188,481,195,481,195
40189,7,189,7,189
40190,631,163,163,631
40191,357,415,357,415
40192,695,333,333,695
40193,456,178,178,456
40194,787,459,787,459
40195,684,452,452,684
40196,727,394,727,394
40197,173,159,159,173
40198,679,431,679,431
40199,539,98,539,98
40200,718,271,718,271
40201,172,729,172,729
40202,164,29,164,29
40203,439,757,757,439
40204,388,72,388,72
40205,163,768,163,768
40206,231,275,275,231
40207,334,335,335,334
40208,32,254,32,254
40209,743,162,162,743
40210,123,323,123,323
40211,132,137,132,137
40212,260,551,551,260
40213,193,530,193,530
40214,512,433,433,512
40215,262,91,91,262
40216,79,267,79,267
40217,166,324,166,324
40218,588,265,588,265
40219,112,405,405,112
40220,288,692,288,692
40221,662,303,303,662
40222,189,543,543,189
40223,789,269,269,789
40224,461,640,461,640
40225,448,170,170,448
40226,60,406,406,60
40227,64,173,64,173
40228,503,367,503,367
40229,484,443,484,443
40230,378,747,747,378
40231,497,694,694,497
40232,633,257,633,257
40233,110,800,110,800
40234,202,500,202,500
40235,349,258,349,258
40236,453,774,453,774
40237,161,42,42,161
40238,318,574,574,318
40239,589,155,155,589
40240,273,85,85,273
40241,614,705,614,705
40242,58,750,750,58
40243,255,338,255,338
40244,552,793,552,793
40245,251,693,693,251
40246,310,130,310,130
40247,232,21,232,21
40248,271,100,271,100
40249,49,597,597,49
40250,256,340,340,256
40251,19,360,19,360
40252,307,330,307,330
40253,60,496,496,60
40254,312,245,245,312
40255,244,569,244,569
40256,721,477,477,721
40257,672,373,373,672
40258,470,44,44,470
40259,330,26,26,330
40260,215,420,420,215
40261,706,180,706,180
40262,23,192,23,192
40263,295,526,526,295
40264,290,31,31,290
40265,764,790,764,790
40266,746,779,746,779
40267,288,407,288,407
40268,325,664,664,325
40269,22,244,244,22
40270,156,152,152,156
40271,81,85,85,81
40272,138,98,138,98
40273,318,361,361,318
40274,720,737,737,720
40275,697,199,199,697
40276,683,109,683,109
40277,780,741,780,741
40278,139,497,139,497
40279,569,528,569,528
40280,571,99,99,571
40281,709,765,709,765
40282,722,696,722,696
40283,283,30,30,283
40284,249,40,249,40
40285,742,523,742,523
40286,476,52,476,52
40287,99,140,140,99
40288,295,176,295,176
40289,692,765,692,765
40290,212,514,212,514
40291,157,587,157,587
40292,622,373,373,622
40293,375,708,708,375
40294,788,217,788,217
40295,627,286,286,627
40296,450,641,450,641
40297,722,768,768,722
40298,623,390,623,390
40299,60,544,544,60
40300,17,707,707,17
40301,553,228,553,228
40302,50,578,50,578
40303,267,291,291,267
40304,172,93,93,172
40305,715,379,715,379
40306,376,317,376,317
40307,656,541,541,656
40308,283,137,137,283
40309,126,280,280,126
40310,714,592,714,592
40311,426,329,426,329
40312,601,792,792,601
40313,496,340,496,340
40314,696,252,696,252
40315,213,698,213,698
40316,628,615,628,615
40317,724,524,724,524
40318,69,76,76,69
40319,439,793,793,439
40320,449,201,449,201
40321,116,320,116,320
40322,733,501,501,733
40323,163,455,163,455
40324,255,209,209,255
40325,645,312,645,312
40326,604,59,59,604
40327,186,117,186,117
40328,368,298,368,298
40329,766,15,766,15
40330,682,169,682,169
40331,36,762,36,762
40332,733,650,650,733
40333,381,57,57,381
40334,146,482,146,482
40335,381,228,228,381
40336,319,372,372,319
40337,597,462,462,597
40338,329,245,245,329
40339,573,605,573,605
40340,650,454,650,454
40341,386,91,91,386
40342,165,511,165,511
40343,632,257,257,632
40344,333,256,333,256
40345,527,5,527,5
40346,391,199,391,199
40347,84,264,264,84
40348,656,147,147,656
40349,622,719,622,719
40350,794,44,44,794
40351,179,374,179,374
40352,517,385,517,385
40353,587,715,715,587
40354,415,246,246,415
40355,138,693,138,693
40356,29,532,532,29
40357,775,607,607,775
40358,273,624,273,624
40359,767,714,714,767
40360,370,274,274,370
40361,735,638,735,638
40362,567,16,16,567
40363,15,407,407,15
40364,290,465,465,290
40365,389,387,387,389
40366,792,520,792,520
40367,198,84,84,198
40368,159,201,159,201
40369,155,582,155,582
40370,739,482,739,482
40371,606,684,606,684
40372,318,111,111,318
40373,549,475,549,475
40374,146,105,146,105
40375,432,282,432,282
40376,168,312,168,312
40377,799,691,691,799
40378,487,708,708,487
40379,89,201,89,201
40380,358,228,228,358
40381,79,172,172,79
40382,637,561,637,561
40383,799,506,799,506
40384,43,131,131,43
40385,381,720,720,381
40386,498,107,498,107
40387,729,244,244,729
40388,302,723,302,723
40389,206,412,206,412
40390,621,58,58,621
40391,111,683,683,111
40392,793,155,155,793
40393,547,697,697,547
40394,568,736,568,736
40395,85,227,85,227
40396,168,387,387,168
40397,71,633,633,71
40398,548,594,548,594
40399,478,524,478,524
40400,697,209,697,209
40401,45,739,739,45
40402,458,555,555,458
40403,268,113,268,113
40404,701,161,701,161
40405,185,111,185,111
40406,289,211,211,289
40407,302,97,97,302
40408,583,181,583,181
40409,755,748,748,755
40410,256,181,181,256
40411,221,29,29,221
40412,486,182,486,182
40413,548,124,124,548
40414,756,675,756,675
40415,772,255,772,255
40416,247,97,247,97
40417,349,490,349,490
40418,332,620,620,332
40419,165,490,165,490
40420,494,267,494,267
40421,25,348,25,348
40422,566,158,158,566
40423,475,757,475,757
40424,680,291,291,680
40425,240,622,622,240
40426,91,76,91,76
40427,669,635,635,669
40428,140,379,379,140
40429,597,406,406,597
40430,112,458,112,458
40431,27,105,27,105
40432,255,227,227,255
40433,697,558,697,558
40434,52,434,434,52
40435,23,593,23,593
40436,143,770,143,770
40437,268,541,541,268
40438,300,536,536,300
40439,605,581,581,605
40440,132,294,132,294
40441,53,474,474,53
40442,115,149,115,149
40443,687,228,228,687
40444,205,252,205,252
40445,418,629,629,418
40446,631,460,631,460
40447,792,143,792,143
40448,435,120,435,120
40449,115,240,115,240
40450,325,599,325,599
40451,566,13,13,566
40452,374,743,743,374
40453,545,667,545,667
40454,145,543,543,145
40455,391,121,391,121
40456,559,506,559,506
40457,497,248,248,497
40458,570,111,570,111
40459,487,599,599,487
40460,503,186,503,186
40461,304,597,597,304
40462,136,128,136,128
40463,170,429,429,170
40464,277,677,677,277
40465,762,171,171,762
40466,323,298,298,323
40467,414,578,414,578
40468,394,189,394,189
40469,494,528,528,494
40470,248,320,248,320
40471,108,159,159,108
40472,332,446,446,332
40473,506,659,506,659
40474,259,784,259,784
40475,67,309,67,309
40476,431,267,431,267
40477,645,631,631,645
40478,186,185,185,186
40479,312,239,239,312
40480,200,100,100,200
40481,626,212,212,626
40482,416,291,291,416
40483,725,561,725,561
40484,226,230,230,226
40485,394,106,394,106
40486,346,531,531,346
40487,500,760,760,500
40488,163,154,154,163
40489,582,317,317,582
40490,18,742,742,18
40491,741,412,741,412
40492,347,784,347,784
40493,385,167,167,385
40494,61,641,61,641
40495,217,516,217,516
40496,586,248,248,586
40497,622,215,622,215
40498,270,368,270,368
40499,750,642,642,750
40500,512,800,800,512
40501,298,790,298,790
40502,269,19,19,269
40503,167,274,274,167
40504,247,656,656,247
40505,781,700,700,781
40506,450,77,450,77
40507,22,28,28,22
40508,615,177,177,615
40509,780,107,780,107
40510,10,301,301,10
40511,616,107,616,107
40512,765,502,765,502
40513,717,16,717,16
40514,399,381,381,399
40515,756,480,480,756
40516,180,491,491,180
40517,57,714,57,714
40518,81,708,81,708
40519,472,213,472,213
40520,360,19,19,360
40521,339,375,339,375
40522,667,745,745,667
40523,367,701,701,367
40524,256,358,358,256
40525,428,319,428,319
40526,345,60,345,60
40527,607,678,678,607
40528,530,525,525,530
40529,743,251,743,251
40530,238,433,433,238
40531,248,653,248,653
40532,706,721,706,721
40533,447,297,297,447
40534,494,244,244,494
40535,357,765,765,357
40536,613,697,697,613
40537,32,58,32,58
40538,228,617,228,617
40539,17,570,570,17
40540,341,571,341,571
40541,700,65,700,65
40542,153,579,153,579
40543,640,767,767,640
40544,166,504,166,504
40545,739,214,214,739
40546,67,548,67,548
40547,576,360,576,360
40548,702,323,702,323
40549,629,717,717,629
40550,402,761,402,761
40551,290,388,388,290
40552,649,305,649,305
40553,192,561,192,561
40554,716,388,388,716
40555,409,630,409,630
40556,56,706,56,706
40557,386,796,796,386
40558,617,521,521,617
40559,416,31,31,416
40560,711,797,797,711
40561,72,675,72,675
40562,446,453,453,446
40563,716,671,671,716
40564,660,693,693,660
40565,154,684,154,684
40566,309,99,99,309
40567,292,672,672,292
40568,137,431,431,137
40569,446,586,586,446
40570,692,778,692,778
40571,248,670,248,670
40572,26,773,773,26
40573,235,116,116,235
40574,613,59,59,613
40575,407,414,414,407
40576,510,300,300,510
40577,123,526,526,123
40578,688,512,688,512
40579,606,168,606,168
40580,277,49,277,49
40581,232,471,232,471
40582,453,692,453,692
40583,490,147,147,490
40584,711,790,711,790
40585,680,57,57,680
40586,469,651,651,469
40587,68,216,216,68
40588,109,545,109,545
40589,712,295,712,295
40590,276,502,276,502
40591,430,530,430,530
40592,569,221,221,569
40593,151,110,110,151
40594,162,795,795,162
40595,777,664,777,664
40596,455,122,455,122
40597,274,307,307,274
40598,559,179,179,559
